Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code_2;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date;f_is_exchanged;f_invc_full_name;КВАЛ;Торговый календарь
137;APLT;Applied Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03828A1016;ESVUFR;1,00;0,01;USD;13.10.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
138;APO;Apollo Global Management, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03769M1062;ESVUFR;1,00;0,01;USD;08.08.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
139;APP;AppLovin Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US03831W1080;ESVUFR;1,00;0,01;USD;18.06.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
140;APPF;AppFolio, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US03783C1009;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
141;APPH;AppHarvest, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03783T1034;ESVUFR;1,00;0,01;USD;01.06.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
142;APPN;Appian Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US03782L1017;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
143;APPS;Digital Turbine, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US25400W1027;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
144;APTV;Aptiv PLC ;Акции;Акции иностранного эмитента обыкновенные;;JE00B783TY65;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
145;ARCC;Ares Capital Corporation;Акции;Акции иностранного эмитента обыкновенные;;US04010L1035;CICJLS;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
146;ARCH;Arch Resources, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03940R1077;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
147;ARCT;Arcturus Therapeutics Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03969T1097;ESVUFR;1,00;0,01;USD;13.10.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
148;ARE;Alexandria Real Estate Equities, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0152711091;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
149;ARMK;Aramark;Акции;Акции иностранного эмитента обыкновенные;;US03852U1060;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
150;ARNC;Arconic Corporation;Акции;Акции иностранного эмитента обыкновенные;;US03966V1070;ESVUFR;1,00;0,01;USD;03.04.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
151;ARQT;Arcutis Biotherapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03969K1088;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
152;ARRY;Array Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US04271T1007;ESVUFR;1,00;0,01;USD;05.07.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
153;ARVL;Arrival;Акции;Акции иностранного эмитента обыкновенные;;LU2314763264;ESXXXR;1,00;0,01;USD;10.11.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
154;ARVN;Arvinas, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US04335A1051;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
155;ARW;Arrow Electronics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0427351004;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
156;ARWR;Arrowhead Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US04280A1007;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
157;ASAN;Asana, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US04342Y1047;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
158;ASGN;ASGN Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US00191U1025;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
159;ASH;Ashland Inc. ;Акции;Акции иностранного эмитента обыкновенные;;US0441861046;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
160;ASIX;AdvanSix Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00773T1016;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
161;ASO;Academy Sports and Outdoors, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00402L1070;ESVUFR;1,00;0,01;USD;01.06.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
162;ASTR;Astra Space, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US04634X1037;ESVUFR;1,00;0,01;USD;03.09.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
163;ATEX;Anterix Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03676C1009;ESVUFR;1,00;0,01;USD;13.10.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
164;ATGE;Adtalem Global Education Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00737L1035;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
165;ATI;Allegheny Technologies Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US01741R1023;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
166;ATKR;Atkore Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0476491081;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
167;ATNI;ATN International, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00215F1075;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
168;ATO;Atmos Energy Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0495601058;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
169;ATR;AptarGroup, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0383361039;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
170;ATRA;Atara Biotherapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0465131078;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
171;ATRC;AtriCure, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US04963C2098;ESVUFR;1,00;0,01;USD;13.10.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
172;ATRI;Atrion Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0499041053;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
173;ATRO;Astronics Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0464331083;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
174;ATUS;Altice USA, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US02156K1034;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
175;ATVI;Activision Blizzard, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00507V1098;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
176;AUPH;Aurinia Pharmaceuticals Inc.;Акции;Акции иностранного эмитента обыкновенные;;CA05156V1022;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
177;AVA;Avista Corporation;Акции;Акции иностранного эмитента обыкновенные;;US05379B1070;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
178;AVAV;AeroVironment, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0080731088;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
179;AVB;AvalonBay Communities, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0534841012;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
180;AVGO;Broadcom Inc.;Акции;Акции иностранного эмитента обыкновенные;;US11135F1012;ESVUFR;1,00;0,01;USD;16.04.2018 0:00:00;;;НЕТ;Эмитенты с листингом в США
181;AVIR;Atea Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US04683R1068;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
182;AVLR;Avalara, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05338G1067;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
183;AVNS;Avanos Medical, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05350V1061;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
184;AVNT;Avient Corporation;Акции;Акции иностранного эмитента обыкновенные;;US05368V1061;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
185;AVT;Avnet, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0538071038;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
186;AVTR;Avantor, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05352A1007;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
187;AVY;Avery Dennison Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0536111091;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
188;AWH;Aspira Women's Health Inc.;Акции;Акции иностранного эмитента обыкновенные;;US04537Y1091;ESVTFR;1,00;0,01;USD;01.06.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
189;AWI;Armstrong World Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US04247X1028;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
190;AWK;American Water Works Company, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0304201033;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
191;AWR;American States Water Company;Акции;Акции иностранного эмитента обыкновенные;;US0298991011;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
192;AX;Axos Financial, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05465C1009;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
